RandomPoint,1,2013-03-07T08:00:00,"-94.559031121,49.205044374",1
RandomPoint,2,2013-03-07T08:00:00,"-118.423367274,48.4828082742",2
RandomPoint,3,2013-03-07T08:00:00,"-118.103465143,48.3455393757",3
RandomPoint,4,2013-03-07T08:00:00,"-119.665515011,48.2641680589",4
RandomPoint,5,2013-03-07T08:00:00,"-117.206588567,48.6270462511",5
RandomPoint,6,2013-03-07T08:00:00,"-116.169332314,48.7344747462",6
RandomPoint,7,2013-03-07T08:00:00,"-115.681722822,48.1610389239",7
RandomPoint,8,2013-03-07T08:00:00,"-113.306367923,48.8324620637",8
RandomPoint,9,2013-03-07T08:00:00,"-112.824748128,48.6649737627",9
RandomPoint,10,2013-03-07T08:00:00,"-111.782192103,48.7276458818",10
RandomPoint,11,2013-03-07T08:00:00,"-111.021547727,48.6139090858",11
RandomPoint,12,2013-03-07T08:00:00,"-110.156917557,48.7455592589",12
RandomPoint,13,2013-03-07T08:00:00,"-104.880505788,48.939105661",13
RandomPoint,14,2013-03-07T08:00:00,"-102.946276029,48.6512012902",14
RandomPoint,15,2013-03-07T08:00:00,"-102.257577554,48.723774636",15
RandomPoint,16,2013-03-07T08:00:00,"-101.833395478,48.7652157292",16
RandomPoint,17,2013-03-07T08:00:00,"-100.819813413,48.8890836781",17
RandomPoint,18,2013-03-07T08:00:00,"-99.5187704909,48.6431610476",18
RandomPoint,19,2013-03-07T08:00:00,"-99.5090150974,48.8528867116",19
RandomPoint,20,2013-03-07T08:00:00,"-98.6719535694,48.9503608804",20
RandomPoint,21,2013-03-07T08:00:00,"-97.1829357559,48.5924720441",21
RandomPoint,22,2013-03-07T08:00:00,"-96.9674047433,48.9708231561",22
RandomPoint,23,2013-03-07T08:00:00,"-96.3516511463,48.8779745229",23
RandomPoint,24,2013-03-07T08:00:00,"-109.403876226,47.8710521066",24
RandomPoint,25,2013-03-07T08:00:00,"-108.627279755,48.5986370837",25
RandomPoint,26,2013-03-07T08:00:00,"-106.201375888,48.1269726096",26
RandomPoint,27,2013-03-07T08:00:00,"-105.100798702,48.7512613914",27
RandomPoint,28,2013-03-07T08:00:00,"-121.358629722,48.9377868821",28
RandomPoint,29,2013-03-07T08:00:00,"-116.788966,48.3857624061",29
RandomPoint,30,2013-03-07T08:00:00,"-102.031388493,48.5088759961",30
RandomPoint,31,2013-03-07T08:00:00,"-94.2839638803,47.9044388363",31
RandomPoint,32,2013-03-07T08:00:00,"-121.26674193,48.3376406627",32
RandomPoint,33,2013-03-07T08:00:00,"-103.282795841,48.0914682381",33
RandomPoint,34,2013-03-07T08:00:00,"-100.325300705,48.351695074",34
RandomPoint,35,2013-03-07T08:00:00,"-91.8731384486,46.8542789893",35
RandomPoint,36,2013-03-07T08:00:00,"-123.151554154,48.5537793934",36
RandomPoint,37,2013-03-07T08:00:00,"-105.558418056,48.5703419405",37
RandomPoint,38,2013-03-07T08:00:00,"-102.447365584,48.4506441324",38
RandomPoint,39,2013-03-07T08:00:00,"-96.1389088595,48.3091962109",39
RandomPoint,40,2013-03-07T08:00:00,"-98.9782260378,48.490182556",40
RandomPoint,41,2013-03-07T08:00:00,"-98.3004630689,48.2565653532",41
RandomPoint,42,2013-03-07T08:00:00,"-94.664538223,47.9764856423",42
RandomPoint,43,2013-03-07T08:00:00,"-99.9307327501,48.3884174311",43
RandomPoint,44,2013-03-07T08:00:00,"-120.290763495,48.2954636124",44
RandomPoint,45,2013-03-07T08:00:00,"-111.984751176,48.4616099887",45
RandomPoint,46,2013-03-07T08:00:00,"-123.81249107,48.1422084054",46
RandomPoint,47,2013-03-07T08:00:00,"-99.7658182446,47.9141040276",47
RandomPoint,48,2013-03-07T08:00:00,"-109.898594693,47.958106767",48
RandomPoint,49,2013-03-07T08:00:00,"-120.930634285,47.9191769618",49
